,title,URL,Category,Goal,Total raised,Pct Original Goal,successful
868,Bi's at Pride in London,https://www.crowdfunder.co.uk/bis-at-pride-in-london,Community,1197.6190476190477,2515,210.0,True
869,Flogging Sonnets! Unique poems from a young writer,https://www.crowdfunder.co.uk/help-hope-keep-writing,Community,2489.108910891089,2514,101.0,True
870,....,https://www.crowdfunder.co.uk/MakeADreamComeTrue,Community,10040.0,2510,25.0,False
871,Crowdfunding for the Happy Hedgehog rescue centre!,https://www.crowdfunder.co.uk/happyhedgehogs,Community,1992.063492063492,2510,126.0,True
872,Help Steven Laverty stay afloat post burglary,https://www.crowdfunder.co.uk/help-steven-laverty-stay-afloat-post-burglary,Community,998.406374501992,2506,251.0,True
873,Russel James support Fund,https://www.crowdfunder.co.uk/russel-james-support-fund,Community,250.0,2505,1002.0,True
874,St John's Place - an exciting community hub,https://www.crowdfunder.co.uk/st-johns-place-an-exciting-community-hub,Community,10008.0,2502,25.0,False
875,Thrift Energy Atlantic Challenge,https://www.crowdfunder.co.uk/thriftenergyatlanticchallenge,Community,3969.8412698412694,2501,63.0,False
876,Far Flung Dance Theatre,https://www.crowdfunder.co.uk/far-flung-dance-theatre-1,Community,899.2805755395683,2500,278.0,True
877,HOPE Organic Garden looks for a Chipper- Shredder!,https://www.crowdfunder.co.uk/hope-organic-garden-looks-for-a-chipper-shredder,Community,3521.1267605633802,2500,71.0,False
878,The Online Learning Network,https://www.crowdfunder.co.uk/theonlinelearningnetwork,Community,2500.0,2500,100.0,True
879,We Are Enough; The Creative Yarn Bomb of Love,https://www.crowdfunder.co.uk/we-are-enough-yarn-bomb,Community,2000.0,2500,125.0,True
880,Sudbury Rugby Club's Community Defibrillator,https://www.crowdfunder.co.uk/sudbury-rugby-clubs-community-defibrillator,Community,2500.0,2500,100.0,True
881,Henshaws Urban Beach,https://www.crowdfunder.co.uk/henshaws-urban-beach,Community,2500.0,2500,100.0,True
882,Get Dominic into a recording studio,https://www.crowdfunder.co.uk/get-dominic-into-a-recording-studio,Community,2500.0,2500,100.0,True
883,Independents for Frome: 2015 Campaign,https://www.crowdfunder.co.uk/iffrome2015campaign,Community,1497.005988023952,2500,167.0,True
884,AED for Christ Church C.E (VC) Primary School,https://www.crowdfunder.co.uk/AED-Christ-Church-Primary,Community,2500.0,2500,100.0,True
885,Hello Bookshop! Bletchingley's New Community Hub.,https://www.crowdfunder.co.uk/hellobletchingley,Community,4886.274509803921,2492,51.0,False
886,Chocks away!,https://www.crowdfunder.co.uk/chicks-away,Community,2505.0505050505053,2480,99.0,False
887,The Lantern Coffee and Tea Shop,https://www.crowdfunder.co.uk/the-lantern-coffee-and-tea-shop,Community,14588.235294117647,2480,17.0,False
888,Eva Mama Medical Aid For Refugees,https://www.crowdfunder.co.uk/eva-mama-medical-aid-for-refugees,Community,3012.1951219512193,2470,82.0,False
889,AED for Husborne Crawley Lower School,https://www.crowdfunder.co.uk/AED-Husborne-Crawley,Community,2308.411214953271,2470,107.0,True
890,Wide Days 2015 - Scotland's Music Convention,https://www.crowdfunder.co.uk/wide-days,Community,2006.5040650406506,2468,123.0,True
891,Territories of Life,https://www.crowdfunder.co.uk/territories-of-life,Community,5030.6122448979595,2465,49.0,False
892,Friends Of Otley Lido,https://www.crowdfunder.co.uk/friends-of-otley-lido,Community,61625.0,2465,4.0,False
893,Storymakers,https://www.crowdfunder.co.uk/action-factory-project,Community,3006.0975609756097,2465,82.0,False
894,Fruitful Durham Dig This!,https://www.crowdfunder.co.uk/fruitful-durham-walled-garden,Community,9820.0,2455,25.0,False
895,Harlekin Studio Opera Launch,https://www.crowdfunder.co.uk/harlekinlaunch,Community,1655.4054054054052,2450,148.0,True
896,Make Sale Moor Sparkle,https://www.crowdfunder.co.uk/make-sale-moor-sparkle,Community,1438.235294117647,2445,170.0,True
897,Arkadiusz Gredecki funeral / pogrzeb,https://www.crowdfunder.co.uk/arkadiusz-gredecki-funeral-pogrzeb,Community,2002.4590163934427,2443,122.0,True
898,Kamil's Burial & Funeral Fund,https://www.crowdfunder.co.uk/kamils-burial-funeral-fund,Community,4979.591836734694,2440,49.0,False
899,Wimbledon Community Chorus: Mozart ‘Requiem’,https://www.crowdfunder.co.uk/mertonmozart,Community,5031.25,2415,48.0,False
900,Designing with disabilities in mind,https://www.crowdfunder.co.uk/cerebral-palsy-and-gaming,Community,1995.8677685950413,2415,121.0,True
901,Train a NHS Mental Health Counselling Psychologist,https://www.crowdfunder.co.uk/train-a-nhs-mental-health-counselling-psychologist,Community,9640.0,2410,25.0,False
902,The Power of Love! London Charity Gala for the THT,https://www.crowdfunder.co.uk/poweroflovelondon,Community,5010.416666666666,2405,48.0,False
903,Weather station expansion and maintainence,https://www.crowdfunder.co.uk/highlandweather,Community,499.58333333333337,2398,480.0,True
904,Create a brighter future for kidney patients,https://www.crowdfunder.co.uk/study-to-learn-more-about-kidney-rejections,Community,19833.333333333336,2380,12.0,False
905,So this is rock bottom,https://www.crowdfunder.co.uk/so-this-is-rock-bottom,Community,1696.4285714285716,2375,140.0,True
906,Plants For A Future,https://www.crowdfunder.co.uk/plants-for-a-future,Community,19783.333333333336,2374,12.0,False
907,Let's make Buxton sparkle for Christmas!,https://www.crowdfunder.co.uk/let-s-make-buxton-sparkle-for-christmas-,Community,6586.111111111111,2371,36.0,False
908,SAVE PRESTON PARK CYCLE TRACK CAMPAIGN,https://www.crowdfunder.co.uk/save-preston-park-cycle-track,Community,1998.3050847457625,2358,118.0,True
909,Coventry Priory,https://www.crowdfunder.co.uk/coventry-priory,Community,26133.333333333332,2352,9.0,False
910,Plymouth Conservation Volunteering 2016,https://www.crowdfunder.co.uk/peaconservationvolunteering,Community,1992.3728813559321,2351,118.0,True
911,Tara’s trike dream,https://www.crowdfunder.co.uk/taras-trike-dream,Community,2000.0,2340,117.0,True
912,No10Vigil Summer Boat Party,https://www.crowdfunder.co.uk/no10vigil-summer-boat-party,Community,2100.0,2331,111.0,True
913,Rally for Choice 2017 - 14th October,https://www.crowdfunder.co.uk/rally-for-choice-2017,Community,2004.310344827586,2325,116.0,True
914,Autogestió,https://www.crowdfunder.co.uk/autogestio,Community,2109.090909090909,2320,110.0,True
915,Ropsley Hall New Build,https://www.crowdfunder.co.uk/ropsley-hall-new-build,Community,999.5689655172415,2319,232.0,True
916,The historic west lynn ferry,https://www.crowdfunder.co.uk/the-historic-west-lynn-ferry,Community,10069.565217391304,2316,23.0,False
917,Our Parks East Village Match Funding,https://www.crowdfunder.co.uk/our-parks-east-village-match-funding,Community,4061.4035087719303,2315,57.0,False
918,Kirrie Christmas Lights Display 2017,https://www.crowdfunder.co.uk/kirrie-christmas-lights-display-2018,Community,2505.4347826086955,2305,92.0,False
919,Jumping For Joy (& everyone else!),https://www.crowdfunder.co.uk/jumping-for-joy-everyone-esle-,Community,2000.8695652173913,2301,115.0,True
920,Fish Finger for MP,https://www.crowdfunder.co.uk/fish-finger-for-mp,Community,500.2173913043478,2301,460.0,True
921,Shoes for Kidz,https://www.crowdfunder.co.uk/shoes-for-kidz,Community,2000.0,2300,115.0,True
922,Sheffield Street Trees Legal Fund Continuation,https://www.crowdfunder.co.uk/sheffield-street-trees-legal-fund-continuation,Community,4995.652173913044,2298,46.0,False
923,"Stop H8: Nafsat Centre Will Rise Again, Against H8",https://www.crowdfunder.co.uk/standagainsth8,Community,45800.0,2290,5.0,False
924,Yorkshire Rows attempting to break a world record,https://www.crowdfunder.co.uk/yorkshire-rows,Community,4978.260869565217,2290,46.0,False
925,Chingford Cricket Clubs Forthcoming Season,https://www.crowdfunder.co.uk/chingford-cricket-clubs-upcoming-season,Community,1496.7320261437908,2290,153.0,True
926,Roman Hill Public Defibrillator,https://www.crowdfunder.co.uk/roman-hill-public-defibrillator,Community,2097.2477064220184,2286,109.0,True
927,The Lost Words for Every Haringey Primary School,https://www.crowdfunder.co.uk/the-lost-words-for-every-haringey-primary-school,Community,1597.902097902098,2285,143.0,True
928,Swaffham Allotment and Orchard Project,https://www.crowdfunder.co.uk/swaffham-allotment-and-orchard-project,Community,5186.363636363637,2282,44.0,False
929,Save The Burnley Empire Theatre,https://www.crowdfunder.co.uk/save-the-burnley-empire-theatre,Community,3002.6315789473683,2282,76.0,False
930,Vood For All,https://www.crowdfunder.co.uk/vood-for-all,Community,9917.391304347826,2281,23.0,False
931,KRG Keep Peter Panguin in Kirrie!,https://www.crowdfunder.co.uk/krg-keep-peter-panguin-in-kirrie-,Community,2503.296703296703,2278,91.0,False
932,The People's Fridge,https://www.crowdfunder.co.uk/peoples-fridge,Community,1000.0,2270,227.0,True
933,CoRADICAL,https://www.crowdfunder.co.uk/coradical,Community,20636.363636363636,2270,11.0,False
934,The Quangle Wangle's Carnival,https://www.crowdfunder.co.uk/quangle-wangle,Community,1991.2280701754387,2270,114.0,True
935,'On Missing',https://www.crowdfunder.co.uk/on-missing-wretchedtheatre,Community,6485.714285714286,2270,35.0,False
936,Harleys Buggy,https://www.crowdfunder.co.uk/harleys-buggy,Community,2492.3076923076924,2268,91.0,False
937,Touchbase Care Ltd,https://www.crowdfunder.co.uk/touchbase-care-ltd,Community,15066.666666666666,2260,15.0,False
938,Our Postive Network - community trip,https://www.crowdfunder.co.uk/ponders-end,Community,750.4983388704319,2259,301.0,True
939,Empowering Polish Women,https://www.crowdfunder.co.uk/empowering-polish-women,Community,1994.6902654867256,2254,113.0,True
940,Help heat St Barnabas Church for Christmas!,https://www.crowdfunder.co.uk/stbarnabasmorecambe,Community,2500.0,2250,90.0,False
941,Cycling Without Age,https://www.crowdfunder.co.uk/cycling-without-age,Community,9782.608695652174,2250,23.0,False
942,Get Nancy to New York,https://www.crowdfunder.co.uk/get-nancy-to-new-york,Community,2004.4642857142858,2245,112.0,True
943,Kian Van Hoof fund in memory of Jim Harding,https://www.crowdfunder.co.uk/kian-van-hoof-fund-in-memory-of-jim-harding,Community,100.0,2245,2245.0,True
944,Opening a new Wellbeing & Arts Centre,https://www.crowdfunder.co.uk/opening-a-new-wellbeing-studio,Community,2004.4642857142858,2245,112.0,True
945,The MotherHood,https://www.crowdfunder.co.uk/the-motherhood,Community,2000.8928571428573,2241,112.0,True
946,Thomas's Jamboree Fundraising,https://www.crowdfunder.co.uk/thomass-jamboree-fundraising,Community,4001.7857142857147,2241,56.0,False
947,Informed or Imprisoned?,https://www.crowdfunder.co.uk/informed-or-imprisoned,Community,10181.818181818182,2240,22.0,False
948,"Help Welly's Lollipop Man, Alex in his Retirement",https://www.crowdfunder.co.uk/help-wellys-alex-mcneillie-in-his-retirement,Community,500.0,2240,448.0,True
949,For Sarahs girls and Jon ❤,https://www.crowdfunder.co.uk/for-sarahs-girls-and-jon,Community,1000.0,2240,224.0,True
950,Light Up Penryn for Christmas,https://www.crowdfunder.co.uk/light-up-penryn-for-christmas,Community,2984.0,2238,75.0,False
951,Moorland Road Lights,https://www.crowdfunder.co.uk/moorland-road-lights,Community,1995.5357142857142,2235,112.0,True
952,Free martial arts and circuits for all children!,https://www.crowdfunder.co.uk/free-martial-arts-and-circuit-classes-for-children,Community,111750.0,2235,2.0,False
953,Siop Griffiths,https://www.crowdfunder.co.uk/siop-griffiths,Community,37250.0,2235,6.0,False
954,Farmfest 10-for-10 Film Project,https://www.crowdfunder.co.uk/farmfest-10-for-10-film-project,Community,1995.5357142857142,2235,112.0,True
955,Glasgow & West of Scotland Greens Election Appeal,https://www.crowdfunder.co.uk/glasgow-west-greens-election-appeal,Community,1991.0714285714284,2230,112.0,True
956,The Edible Garden Project - Bridport,https://www.crowdfunder.co.uk/the-edible-garden-project-bridport,Community,3903.5087719298244,2225,57.0,False
957,Memorial Bench for Geoff and Melissa Bosie,https://www.crowdfunder.co.uk/memorial-bench-for-geoff-and-melissa-bosie,Community,1694.6564885496184,2220,131.0,True
958,Li AbombAnation Tosserwell,https://www.crowdfunder.co.uk/li-abombanation-tosserwell-1,Community,500.0,2220,444.0,True
959,Green Voices for Mid Scotland and Fife,https://www.crowdfunder.co.uk/green-voices-for-mid-scotland-and-fife,Community,2998.6486486486488,2219,74.0,False
960,Carter's Bucket List,https://www.crowdfunder.co.uk/carters-bucket-list,Community,5034.090909090909,2215,44.0,False
961,Hasan's Operation,https://www.crowdfunder.co.uk/hasans-operation-1,Community,2403.2608695652175,2211,92.0,False
962,High dependency midwife,https://www.crowdfunder.co.uk/high-dependency-midwife,Community,1500.0,2205,147.0,True
963,Embers Non-Profit Alternative Bar:  Set Up,https://www.crowdfunder.co.uk/embers-non-profit-alternative-bar-set-up,Community,2004.5454545454547,2205,110.0,True
964,Harrogate Defibrillator Campaign,https://www.crowdfunder.co.uk/harrogate-defibrillator-campaignn,Community,2296.875,2205,96.0,False
965,Playzone@Penzance,https://www.crowdfunder.co.uk/playzonepenzance,Community,2001.818181818182,2202,110.0,True
966,Make Christmas Happen,https://www.crowdfunder.co.uk/make-christmas-happen,Community,13756.25,2201,16.0,False
967,"Yoga for Health - Manchester, East Didsbury",https://www.crowdfunder.co.uk/spiritkey,Community,10000.0,2200,22.0,False
968,Hunstrete Lakes Education Centre,https://www.crowdfunder.co.uk/hunstrete-lakes-eductional-center,Community,220000.0,2200,1.0,False
969,Little Billy's Big Heart Fund ????,https://www.crowdfunder.co.uk/little-billys-big-heart-fund,Community,2000.0,2200,110.0,True
970,Gainsborough Trinity F.C Fundraising,https://www.crowdfunder.co.uk/gainsborough-trinity-fc-fundraising,Community,2000.0,2200,110.0,True
971,Radical bookshop 'Buys the Bank',https://www.crowdfunder.co.uk/radical-bookshop-buys-the-bank,Community,9977.272727272726,2195,22.0,False
972,Crying out for Calais,https://www.crowdfunder.co.uk/crying-out-for-calais,Community,500.0,2195,439.0,True
973,Manchester Aid for Calais,https://www.crowdfunder.co.uk/manchester-aid-for-calais,Community,100.0,2190,2190.0,True
974,Tintagel Carnival Radio,https://www.crowdfunder.co.uk/tintagel-carnival-radio,Community,1990.909090909091,2190,110.0,True
975,'Roughing it' for Mark Hatch and the soup kitchen.,https://www.crowdfunder.co.uk/roughing-it,Community,2004.5871559633028,2185,109.0,True
976,Jayne's Book,https://www.crowdfunder.co.uk/jaynes-book,Community,4965.909090909091,2185,44.0,False
977,Astwood Bank Christmas Lights 2017,https://www.crowdfunder.co.uk/astwood-bank-christmas-lights,Community,4956.818181818182,2181,44.0,False
978,Chiang Rai Wellness/Detox Centre with Moon & Lark,https://www.crowdfunder.co.uk/chiang-rai-wellness-detox-centre-with-moon-luk,Community,72666.66666666666,2180,3.0,False
979,Debating London - The Great Debaters Club,https://www.crowdfunder.co.uk/great-debaters-club,Community,1990.8256880733943,2170,109.0,True
980,Angus MacNeil SNP for Na h-Eileanan an Iar 2015,https://www.crowdfunder.co.uk/abmacneilsnp,Community,5041.860465116279,2168,43.0,False
981,HACAN East: Campaign of a Lifetime,https://www.crowdfunder.co.uk/hacaneast,Community,24055.555555555555,2165,9.0,False
982,Richard Chiassaro Race Chair,https://www.crowdfunder.co.uk/richard-chiassaro-race-chair-1,Community,1202.7777777777778,2165,180.0,True
983,Keep the CrossFit QDos Community together!,https://www.crowdfunder.co.uk/keep-the-crossfit-qdos-community-together,Community,1000.0,2160,216.0,True
984,Mollie's Wheelchair Fund,https://www.crowdfunder.co.uk/mollieswheelchairfund,Community,3000.0,2160,72.0,False
985,Help Heart4More Acquire an ECG Machine,https://www.crowdfunder.co.uk/help-heart4more-acquire-an-ecg-machine,Community,5268.292682926829,2160,41.0,False
986,Help Beyond the Binary run!,https://www.crowdfunder.co.uk/help-beyond-the-binary-run,Community,2394.4444444444443,2155,90.0,False
987,The Volkswagen Diesel customer forum,https://www.crowdfunder.co.uk/the-volkswagen-diesel-customer-forum,Community,1995.3703703703702,2155,108.0,True
988,Gareth's medical fund,https://www.crowdfunder.co.uk/gareths-medical-fund,Community,3472.5806451612902,2153,62.0,False
989,Goodbye Portaloo,https://www.crowdfunder.co.uk/goodbye-portaloo-1,Community,2150.0,2150,100.0,True
990,Preserving British Rail Engineering railway wagons,https://www.crowdfunder.co.uk/NWPG,Community,1503.4965034965035,2150,143.0,True
991,St Mary's Church  Brecon Roof  Appeal 2015,https://www.crowdfunder.co.uk/st-marys-churchbrecon-roof-repair-appeal,Community,1747.9674796747968,2150,123.0,True
992,Kirrie Panto 2018,https://www.crowdfunder.co.uk/kirrie-panto-2018,Community,2488.372093023256,2140,86.0,False
993,Poppy's at the Castle,https://www.crowdfunder.co.uk/poppys-at-the-castle,Community,1997.1962616822432,2137,107.0,True
994,Fireworks for Arbroath 2015,https://www.crowdfunder.co.uk/fireworks-for-arbroath-2015-1,Community,1992.5233644859811,2132,107.0,True
995,Penny for the Fleet,https://www.crowdfunder.co.uk/penny-for-the-fleet,Community,6082.857142857143,2129,35.0,False
996,Richmond upon Thames 1WW Belgian Refugee Memorial,https://www.crowdfunder.co.uk/1ww-belgian-refugee-memorial-1,Community,9226.08695652174,2122,23.0,False
997,Bodmin Community Out Door Cinema,https://www.crowdfunder.co.uk/bodmin-community-out-door-cinema,Community,1797.457627118644,2121,118.0,True
998,Aid For The Refugees Arriving in Kos and Lesbos,https://www.crowdfunder.co.uk/aid-for-the-refugees-arriving-in-kos-and-lesvos,Community,250.0,2115,846.0,True
999,Lefkas Aid for Refugees,https://www.crowdfunder.co.uk/lefkas-aid-for-refugees-1,Community,2514.285714285714,2112,84.0,False
